id,subject,content,label
17,Xac nhan so du TPBank ky 30.06.2022,"THÔNG BÁO XÁC NHẬN SỐ DƯ CUỐI KỲ
Quý khách thân mến/ Dear Customers,
TPBank xin gửi Quý khách/ TPBank would like to send to you:
BẢNG XÁC NHẬN SỐ DƯ CUỐI KỲ TẠI TPBANK ĐẾN NGÀY 30/06/2022
CONFIRMATION LETTER OF ENDING BALANCE AT TPBANK TO THE DATE 30/06/2022
Bảng xác nhận điện tử được tính theo email này đã được mã hóa vì lý do bảo mật./
The Confirmation table of Term balance via e-mail has adopted encryption.
Để mở Bảng Xác Nhận, Quý khách vui lòng nhập mật khẩu bao gồm 8 ký tự là 8 số ngày tháng năm sinh nhật của Quý khách đăng ký với ngân hàng./ To open the Confirmation Sheet, please enter a password cosisting 8 character, which is the 8 digits of your date of birth, registered with the bank.
Ví dụ: Nếu ngày sinh của Quý khách là: 06/05/1978 thì mật khẩu để mở Bảng Xác Nhận điện tử sẽ là 06051978./ For example: If your date of birth is: 06/05/1978, the password to open the electronic statement will be 06051978.
Trân trọng/ Sincerely,
TPBANK",Học tập
1,"Lời mời tham gia lớp học: ""DIP G02 Fall2022 502 A2 Sat. 2,3","Xin chào! Charlie Phạm (dsp.ptit@gmail.com) đã mời bạn tham gia lớp học DIP G02 Fall2022 502 A2 Sat. 2,3.",Học tập
2,Duo nhắn nhe! Luyện tập Tiếng Anh ngay hôm nay đi,"Xin chào Phạm Trí Hoà! Vào thăm cú Duo bạn nhé! Kiến tha lâu đầy tổ, học ngoại ngữ cũng đòi hỏi luyện tập từng chút mỗi ngày.",Học tập
3,Báo cáo quá trình học tập hàng tuần của bạn,"Một tuần thật ấn tượng đó Phạm Trí Hoà à!
Nỗ lực chăm chỉ của bạn đã có kết quả! Cùng xem lại quá trình học ở bên dưới nhé.
",Học tập
4,"Chuong 2 xu ly tin hieu so"" by Thien Tuoi Tinh","From your Reading History:
Chuong 2 xu ly tin hieu so Thien Tuoi Tinh 773 Views 
View PDF ▸ Download PDF ⬇",Học tập
5,Duo nè! Bạn có chút thời gian để học Tiếng Anh chứ?,"Xin chào Phạm Trí Hoà! Vào thăm cú Duo bạn nhé! Kiến tha lâu đầy tổ, học ngoại ngữ cũng đòi hỏi luyện tập từng chút mỗi ngày.",Học tập
6,"""CÂU HỎI, ĐÁP ÁN VÀ HƯỚNG DẪN GIẢI MÔN: XỬ LÝ TÍN HIỆU SỐ CÂU HỎI VÀ BÀI TẬP CHƯƠNG 1"" by Thành Lê Văn","From your Reading History:
CÂU HỎI, ĐÁP ÁN VÀ HƯỚNG DẪN GIẢI MÔN: XỬ LÝ TÍN HIỆU SỐ CÂU HỎI VÀ BÀI TẬP CHƯƠNG 1
",Học tập
7,"Chuong 2 xu ly tin hieu so"" by Thien Tuoi Tinh","From your Reading History: 
Chuong 2 xu ly tin hieu so 
Paper Thumbnail Author Photo Thien Tuoi Tinh 732 Views View PDF
▸ Download PDF ⬇",Học tập
8,Here's the file you requested,"Hi Hoà,
Thank you for joining the Academia.edu community. 

Your download, CÂU HỎI, ĐÁP ÁN VÀ HƯỚNG DẪN GIẢI MÔN: XỬ LÝ TÍN HIỆU SỐ CÂU HỎI VÀ BÀI TẬP CHƯƠNG 1 by Thành Lê Văn, is attached. 

You can complete your Academia.edu profile at any time. 

Thanks, 
The Academia.edu Team",Học tập
9,Xin chào Phạm Trí Hoà! Bí quyết học Tiếng Anh chính là luyện tập hằng ngày! Học một bài ngắn ngay bạn nhé.,"Xin chào Phạm Trí Hoà! Vào thăm cú Duo bạn nhé! Kiến tha lâu đầy tổ, học tiếng Anh bạn cũng cần luyện tập từng chút mỗi ngày.",Học tập
10,"Thông báo mới: ""DANH SÁCH BTL","DANH SÁCH BTL
Chào các bạn,
Thầy gửi cho các bạn danh sách đề tài BTL của từng nhóm trong file đính kèm
Các nhóm có thể bắt tay vào làm BTL ngay từ hôm nay!
Chúc các bạn cuối tuần vui vẻ!",Học tập
11,"Thông báo mới: ""NHẮC LỊCH THI","NHẮC LỊCH THI
- Các bạn lưu ý lịch thi CNPM bắt đầu từ CN cuối tuần này 26-27/6. Thứ tự thi theo thông báo trước trên classroom, KHÔNG theo lịch thi trên QLĐT của các bạn nhé. 
- Các bạn đi đúng ca thi của mình, chỉ có 8 ca vào 2 ngày 26-27/6 như đã thông báo.
- Khi đến thi, các bạn nộp bài trên code ptit client như các bạn hay thi các môn lập trình. Tuy nhiên hệ thống không chấm tự động, các bạn chỉ nộp bài thôi, thầy sẽ chấm sau.
- Vì submit trên hệ thống code ptit, thời gian làm bài có thể tăng lên 90p.
- Lưu ý, các bạn làm câu 1 và 5 trong word, câu 2.3.4 trong VP, sau đó xuất ảnh, chèn vào file word chung. và cuối cùng chỉ nộp (submit trên code ptit client) 1 file word/pdf duy nhất thôi nhé. Nộp thừa file hay thiếu file đều 0 điểm.
- File submit có thể là file word/pdf đều được, tên file là tên đầy đủ và mã đề của các bạn. VD: Nguyen Van A - 15.pdf.

* ĐẶC BIỆT LƯU Ý:
Trong quá trình làm bài, các bạn KHÔNG được: 
- Dùng tài liệu (tài liệu giấy hay điện tử đều cấm)
- Để điện thoại trong người
- Trao đổi nói chuyện với các bạn khác
- Nhìn màn hình các bạn khác
- Vào các thư mục chia sẻ trong máy tính
- cắm USB vào máy.
- Vào trình duyệt trên máy
- Chia sẻ bài làm hay nhận chia sẻ từ người khác.

Các lỗi sẽ được hệ thống tự động ghi nhận, thầy không nhắc nhở gì đâu, chỉ tiến hành xử phạt theo lịch sử ghi lại trên máy từng bạn.
Bạn nào bị mắc ít nhất một trong các lỗi trên, tùy mức độ sẽ bị trừ điểm vào bài thi hoặc đánh trượt luôn. Nếu các bạn khác được cộng hay nâng điểm chung thì các bạn vi phạm không được.

Chúc các bạn đạt kết quả cao.",Học tập
1,"Hàng đặt trước của bạn cho ""Counter:Side"" hiện khả dụng","Kính gửi hoà,
Mục bạn đặt mua trước, Counter:Side của ZlongGames, hiện đã có. Bạn có thể đã nhận được mục này trong thư viện của mình nếu đã cài đặt ưu tiên iTunes tự động tải về cho đặt mua trước.
Mục này hẳn đã có trên một máy tính hoặc thiết bị bất kỳ đã được kích hoạt Tự Động Tải về của bạn. Nếu bạn chưa kích hoạt Tự Động Tải Về, bạn có thể tải mục này về bây giờ từ trang Đã Mua của bạn trong iTunes.",Giải trí
2,"Người nhện, Kinh tế và thêm nhiều Ghim phổ biến hơn nữa trên Pinteres",Sau đây là nội dung đang phổ biến trên Pinterest,Giải trí
3,"Hàng đặt trước của bạn cho ""Evil Hunter Tycoon"" hiện khả dụng","Kính gửi hoà,
Mục bạn đặt mua trước, Evil Hunter Tycoon của SuperPlanet, hiện đã có. Bạn có thể đã nhận được mục này trong thư viện của mình nếu đã cài đặt ưu tiên iTunes tự động tải về cho đặt mua trước.

Mục này hẳn đã có trên một máy tính hoặc thiết bị bất kỳ đã được kích hoạt Tự Động Tải về của bạn. Nếu bạn chưa kích hoạt Tự Động Tải Về, bạn có thể tải mục này về bây giờ từ trang Đã Mua của bạn trong iTunes.
",Giải trí
1,Highlands tặng bạn ưu đãi giảm 55k trên ShopeeFood,"Cuối tháng có Deal hoành tráng với Freeze 
Cuối tháng thấy lương về, Highlands tặng bạn ưu đãi giảm 55k cho hóa đơn từ 205k và có 01 Freeze (S) bất kỳ. 
Thiên thời địa lợi nhân hòa - Lương về, Highlands ưu đãi lại thêm đồng nghiệp đạo Freeze là tới công chiện liền luôn. 
Đặt hàng ngay tại: https://shopeefood.shopee.vn/bo-suu-tap/highlands-coffee-all 
Đồng đạo Freeze ơiiii, số lượng ưu đãi có hạn trong ngày nên nhanh tay bạn nhaaaa! 
Chương trình ưu đãi đến hết ngày 31/08 thôi đó! 
",Quảng cáo
2,Highlands Tặng Bạn Ưu Đãi Mua 2 Được 3,"Tận hưởng ưu đãi cùng Freeze Trà Xanh thanh lành cuối tháng
Đầu tháng quán sang, cuối tháng Highlands khao bạn vẫn sang hết hồn. Các fan cứng của Freeze Trà Xanh không thể bỏ lỡ ưu đãi xịn sò từ nhà Highlands và chỉ trong 3 ngày duy nhất từ 23.08 đến 25.08.2022
Chi tiết chương trình: Highlands tặng bạn ngay 1 Freeze Trà Xanh (S) khi mua 2 Freeze Trà Xanh (M) khi đặt.
Đặt hàng ngay tại: http://bit.ly/GrabxHighlands
Ưu đãi áp dụng cho toàn hệ thống Highlands Coffee trên GrabFood. 

Vào GrabFood order Highlands liền tay săn ngay ưu đãi vì số lượng có hạn bạn nhé!",Quảng cáo
3,Apple Worldwide Developers Conference 2021,"Glow and behold.
Coming to a screen near you. Join the worldwide developer community for an all-online
program with announcements, sessions, and labs, where you’ll get a first look
at Apple’s latest platforms and technologies.

Learn about this year’s Swift Student Challenge, and stay tuned
for more announcements to come.",Quảng cáo
4,MÓN ĐỈNH GẦN NHÀ CHỈ CÓ 9K,"Món ngon hot nhất quận bạn
Những quán ngon gần nhà đang đợi bạn khám phá. Không còn phải lăn tăn ăn gì, uống gì, Gojek gửi bạn những quán ngon nhất quận mà ""hội mê ăn uống"" đang đắm đuối. Ở nhà ăn ngon cùng Gojek bạn nha!",Quảng cáo
5,Chương trình tri ân khách hàng tháng 3/2021,"Hi phạm Trí Hòa
Coolmate cảm ơn bạn rất nhiều vì đã là 1 trong 5000 khách hàng luôn theo dõi Coolmate qua email. 

Để cảm ơn, Coolmate xin gửi đến bạn 1 chương trình tri ân khách hàng đặc biệt với ưu đãi cực lớn, chỉ áp dụng với những khách hàng theo dõi Coolmate qua Email. 


Cụ thể, từ hôm nay đến hết 20/3, nhập TRIAN, bạn sẽ được ưu đãi khi mua áo thun Cotton Compact - dòng áo tốt nhất của Coolmate, gồm 8 màu nam tính, chỉ với 179k. 

",Quảng cáo
6,Giải Toán không chỉ để tìm ra đáp số,"Tại sao chúng ta lại phải học đạo hàm, tích phân, tại sao lại phải giải lượng giác khi sau này không phải là kỹ sư hay nhà khoa học? Tôi tin rằng những người biết giải lượng giác, chứng minh bất đẳng thức, sẽ có tư duy tốt hơn rất nhiều những ai chỉ biết cộng, trừ, nhân, chia.
Một câu hỏi mà nhiều người đặt ra gần đây là tại sao chúng ta lại phải học Toán, Lý, Hóa? Vì sao chúng ta lại phải tính vận tốc chạm đất của một quả bi sắt được ném xiên với góc 30 độ? Tại sao lại đi xé nhãn mấy lọ hóa chất rồi bắt học sinh thử phản ứng để nhận biết từng lọ... Tôi thấy hầu hết mọi người đang nhìn chưa rõ hết vấn đề ở đây. Đa số chúng ta chỉ thấy kết quả, nhưng không hiểu được nguyên nhân. Hay nói cách khác, đa phần mọi người không nhìn thấy được toàn cảnh của vấn đề.


Chính tôi khi còn ngồi trên ghế nhà trường cũng từng có nhận định thiển cận như vậy. Tôi cũng từng cay cú khi phải ngồi giải lượng giác, chứng minh bất đẳng thức, hay suy nghĩ nát óc để chứng minh hai đường thẳng vuông góc mặc dù nhìn vào rõ ràng chúng vuông góc với nhau. Chỉ sau khi tốt nghiệp cấp ba, trở thành sinh viên Đại học, có cơ hội nhìn lại toàn bộ quá trình 12 năm phổ thông, tôi mới nhận ra lý do tại sao mình phải học hết tất cả những kiến thức ấy?

Lý do mà các bạn phải học, phải giải những bài Toán như vậy không nằm ở đáp số, mà là nằm ở quá trình suy nghĩ ra được kết quả ấy. Thực tế ngày nay, chúng ta đã có những siêu máy tính, thậm chí đã có những ứng dụng trên điện thoại, chỉ cần chụp đề bài, tự ứng dụng sẽ giải ra được đáp án. Cho nên, cái mà xã hội cần không phải là đáp án của đạo hàm, tích phân ra bao nhiêu, mà là quá trình tư duy, lập luận để tìm ra được đáp số đó.

Tại sao khi thi Đại học, đề Toán lại bắt ta giải 10 câu trong vòng ba tiếng đồng hồ, hay đề Vật lý lại phải giải 90 câu trắc nghiệm trong vòng 90 phút? Giảng viên Đại học họ thừa sức tính ra được những đáp án đó, cái họ cần là những học sinh đủ khả năng suy nghĩ để giải quyết nhiều vấn đề đặt ra trong thời gian giới hạn.

Các bạn đừng nghĩ việc tính lượng giác, tính tích phân chỉ là viết công thức, ráp số, bấm máy tính là xong. Đó là cả một quá trình suy nghĩ, tư duy, dựa vào kiến thức được dạy, đúc rút kinh nghiệm từ những bài Toán đã giải để suy luận ra cách giải bài toán hiện tại. Toán cấp ba đường nhiên khác Toán cấp một, sẽ không bao giờ có chuyện giáo viên cho đề theo kiểu ráp số vào công thức để tính.

Nói tóm lại, các bạn có quyền không học vi phân, đạo hàm, có quyền không biết cách chứng minh hình học, mà chỉ cần thuộc hết bảng cửu chương, thông thạo cộng, trừ, nhân, chia là được. Nhưng nếu so với những người biết cách giải lượng giác, biết chứng minh bất đẳng thức, tôi dám đảm bảo rằng khả năng tư duy giải quyết vấn đề của những người đó tốt hơn rất nhiều lần những ai chỉ biết cộng, trừ, nhân, chia.
",Quảng cáo
7,CẢM ƠN HÀNH TRÌNH CỦA BẠN CÙNG GOJEK NĂM 2020,"Gojek và Phạm Trí Hoà đã quen nhau được 150 ngày.
Bạn đã đặt tổng cộng 11 đơn hàng cùng Gojek.

Và sử dụng 0 voucher từ chúng mình.

0 đánh giá 5 sao từ bạn đã đem đến niềm vui cho các tài xế và đối tác nhà hàng của Gojek.
",Quảng cáo
8,ĐÓN TẾT CÙNG DEAL GIẢM 50%,"Căng bụng mùa Tết với ưu đãi 50% + Freeship
Bạn chỉ cần ở nhà ăn ngon và an toàn, việc giao thực đơn FREESHIP + GIẢM 50% hãy để Gojek lo nha! Đặt món ngay để nhâm nhi những ngày cận Tết!",Quảng cáo
9,Khám phá thêm những game thú vị nhất,"Đề Xuất Cho Bạn.
Đừng bỏ lỡ – tải ngay những tựa game này nào. Cùng chơi những tựa game hợp sở thích bạn nhé. 

Ode To Heroes 
Ode To Heroes 
Tải trò chơi cta arrow 
GO FIND 50 NUMBERS 
GO FIND 50 NUMBERS 
Tải trò chơi cta arrow 
Who is? Giải Đố Trí Tuệ 
Who is? Giải Đố Trí Tuệ 
Tải trò chơi cta arrow 
Cờ vua - Chơi & Học hỏi 
Cờ vua - Chơi & Học hỏi 
Tải trò chơi cta arrow 
Bắn Trứng cực hay 
Bắn Trứng cực hay 
Tải trò chơi cta arrow 
World Championship Billiards 
World Championship Billiards 
Tải trò chơi cta arrow 
Thiên Ngoại Giang Hồ 
Thiên Ngoại Giang Hồ 
Tải trò chơi cta arrow 
Fruit Ninja 2 
Fruit Ninja 2 
Tải trò chơi cta arrow 
Blob Runner 3D 
Blob Runner 3D 
Tải trò chơi cta arrow",Quảng cáo
10,Cái tết thứ 2 của Coolmate,"Hi phạm Trí Hòa
Vậy là Coolmate đã qua được cái tết thứ 2 rồi các bạn ạ. Theo thống kê thì có tới 95% các Startup Việt Nam không có cơ hội đón cái Tết thứ 2. Vì thế đây được coi là một sự thành công của đội ngũ Coolmate chúng tôi. Và tôi rất vui được viết lá thư chúc Tết thứ 2 để gởi đến tất cả khách hàng Coolmate.

2020 thực sự là một năm khó quên. Covid-19 là một trong những lý do lớn khiến cho mọi thứ không theo trình tự và kế hoạch. Khởi sự 2019 Coolmate cũng bài bản lắm, cũng có kế hoạch 3-5 năm, nhưng thực tế thực sự phũ phàng hơn rất nhiều.
2020 của Coolmate là một năm “on the earth” khi chúng tôi hầu như chỉ “cắm mặt” vào làm việc thay vì nói về kế hoạch dài hạn. “1% better everyday” là điều chúng tôi nói với nhau mỗi ngày. Và rồi những “điều kỳ diệu” dần dần xuất hiện: sản phẩm tốt hơn, làm marketing hiệu quả hơn, đóng và giao hàng nhanh hơn, chăm sóc khách hàng tận tâm hơn, website cũng “đẹp trai” hơn để khách hàng yên tâm và dễ dàng mua sắm. Tín hiệu của sự thành công đó là nhiều hơn các khách hàng đã quý mến Coolmate mà mua hàng nhiều hơn.

Và các bạn biết không, từ một Startup vô cùng khó khăn với chưa tới 10 nhân sự khi kết thúc năm 2019 thì sau một năm chúng tôi đã thực sự làm nhiều thứ mà tôi rất vui được chia sẻ ở đây:
⁃ 4x số nhân sự
⁃ 5x diện tích văn phòng và kho vận hành
⁃ 7x doanh số, và có lợi nhuận.
⁃ 3x số mã sản phẩm
Tuyệt vời nhất là có hơn 100 ngàn khách hàng đã tin và sử dụng sản phẩm của chúng tôi với tỉ lệ cao khách hàng quay trở lại mua hàng. Và từ một Startup với muôn vàn khó khăn thì Coolmate đã thực sự bước vào nhóm 5% còn lại.

Nghĩ lại về một năm đã qua, chúng tôi đã luôn có một thứ tự ưu tiên rất rõ ràng: KHÁCH HÀNG => NHÂN VIÊN => CỔ ĐÔNG. Nghĩa là các bạn luôn là sự ưu tiên trong phục vụ của Coolmate. Điều này được thể hiện rõ trong Văn Hoá của Coolmate - nơi tất cả thành viên đều học và hiểu rõ điều này.

Có nhiều bạn thắc mắc tại sao Coolmate đưa ra những chính sách khác biệt hay vượt trội so với mặt bằng chung của thị trường như vậy? Thực ra thì đội ngũ Coolmate chỉ thấy rằng đó là “bán hàng Online văn minh và tử tế”, các bạn xứng đáng được hưởng những trải nghiệm đó. Coolmate vẫn theo đuổi những triết lý và văn hoá bán hàng như vậy trong năm 2021 và cả sau này nữa.
Việc các bạn mua hàng Coolmate và tiếp tục quay lại lần thứ 2, thứ 3 và thậm chí là lần thứ 10 trong một năm là điều mà chúng tôi luôn theo đuổi. Mục tiêu đầu tiên và duy nhất của Coolmate là giúp khách hàng Hài Lòng khi mua sắm và chúng tôi tin rằng khi các bạn hài lòng thì việc tăng doanh số, lợi nhuận hay các kết quả kinh doanh khác sẽ là kết quả.
Với một thương hiệu chưa đầy hai tuổi, thì Coolmate vẫn còn nhiều thiếu sót và những điều chưa ổn, nhưng dưới góc độ là đại diện của Coolmate, tôi xin cam kết với các bạn rằng hơn 40 con người chúng tôi đang nỗ lực từng ngày, từng giờ với mục tiêu cao nhất đó là mang tới sự hài lòng cao nhất cho các bạn khi mua sắm ở Coolmate.

Nam giới Việt Nam luôn phải gánh vác những trọng trách lớn lao của gia đình, của xã hội mà đôi khi quên mất việc chăm lo cho bản thân, và Coolmate hi vọng rằng sẽ trở thành một giải pháp tin cậy, hiệu quả và đơn giản nhất giúp nam giới giải quyết các nhu cầu mua sắm của mình.

Tết Nguyên Đán sắp tới, thay mặt Coolmate xin chúc các bạn và gia đình mạnh khoẻ, ăn Tết an toàn và vui vẻ.
Xin phép được kết thư với một câu nói quen thuộc: “Trong cuộc sống có rất nhiều sự lựa chọn, và cám ơn các bạn đã lựa chọn chúng tôi”
Trân trọng,",Quảng cáo
11,Coolmate gởi tặng bạn 1 chiếc tất nếu có lỡ mất,"Hi phạm Trí Hòa
Coolmate mong rằng, mỗi khách hàng ghé qua Coolmate, sẽ có thể hài lòng 100%. 

Đó chính là lí do vì sao Coolmate thay đổi thời gian đổi trả từ 45 lên 60 ngày, và đổi trả không cần lí do, miễn là bạn hài lòng. 
Cũng là lí do vì sao chương trình ""Nếu bạn mất 1 chiếc tất, Coolmate sẽ tặng bạn một chiếc"" ra đời, để bạn không còn lo mất 1 chiếc tất, không còn lỡ đôi tất mình thích chỉ vì không tìm thấy chiếc còn lại. 
Vậy, làm thế nào để được tặng chiếc tất đã mất? 

Rất đơn giản! 

Bạn hãy gởi yêu cầu cho Coolmate nhé. 
Chiếc tất sẽ được gởi ngay cho bạn trong đơn hàng tiếp theo, hoặc gởi riêng với mức phí ship hỗ trợ chỉ 15.000VND dù bạn ở bất kỳ đâu. Và nếu có bất kì vấn đề gì về đơn hàng, cứ nhắn Coolmate để được hỗ trợ tốt nhất, bạn nha!",Quảng cáo
12,SĂN VOUCHER 45KCHỘP DEAL 0Đ,"Thứ Hai săn deal - Chộp ngay voucher 45K
Đầu tuần không uể oải vì Gojek tặng bạn 1.000 voucher giảm ngay 45K vào mỗi Thứ Hai. Hãy đặt đồng hồ để vào app Gojek trong khung giờ 15:00 - 16:00 và áp dụng voucher từ 15:00 - 17:00 để nhận ưu đãi nhé bạn ơi: 



🎁Thứ hai, 25/01/2021 - nhập mã THUHAISANDEAL25

🎁Thứ hai, 01/02/2021- nhập mã THUHAISANDEAL01

🎁Thứ hai, 22/02/2021 - nhập mã THUHAISANDEAL22 
",Quảng cáo
13,RINH DEAL 0Đ VÀ MUA 1 TẶNG 1,"TRÀ SỮA - CÀ PHÊ GIÁ 0Đ VÀ MUA 1 TẶNG 1
Trà sữa - Cafe giá 0Đ

Vào khung giờ 15:00 - 16:00 mỗi thứ Sáu hàng tuần, đừng quên vào app Gojek để rinh ngay mã ưu đãi trị giá 45K bạn nha! Tha hồ khao đồng nghiệp, khao crush, khao bạn thân... với deal cực hấp dẫn nhà Gojek nhé:



🥤Thứ sáu, 22/01/2021 - Highlands Coffee - nhập mã TGIF2201

🥤Thứ sáu, 29/01/2021 - TocoToco Bubble Tea - nhập mã TGIF2901

🥤Thứ sáu, 05/02/2021 - Gờ Cafe (chỉ áp dụng tại TP.HCM) - nhập mã TGIF0502

🥤Thứ sáu, 26/02/2021 - Hot & Cold (chỉ áp dụng tại TP.HCM) - nhập mã TGIF2602



🔥 Trà sữa - Cafe mua-1-tặng-1

Nếu bạn chưa đủ nhanh tay để chộp Deal Trà sữa - Cà phê giá 0Đ thì cũng không sao vì Gojek vẫn mang lại ưu đãi MUA 1 TẶNG 1 không giới hạn vào các ngày Thứ Sáu như trên để bạn có thể cùng bạn bè và người thân thoải mái nâng mood quẩy theo đúng tinh thần TGIF nha.",Quảng cáo
14,Liên Minh: Tốc Chiến chính thức ra mắt!,"Chào Mừng Đến Với Liên Minh: Tốc Chiến
Hợp sức cùng bạn bè và xông trận trong vai vị tướng Liên Minh Huyền Thoại mà bạn yêu thích.

Chơi Ngay 

",Quảng cáo
15,Nghe nói Black Friday Coolmate có MUA 1 TẶNG 1 TOÀN WEBSITE,"Hi phạm Trí Hòa
Mỗi năm chỉ 1 lần Black Friday, ai ai cũng muốn chơi lớn một lần xem sao. Và Coolmate cũng vậy. 



Chúng tôi đã cân nhắc rất nhiều làm thế nào để khách hàng của mình có được trải nghiệm mua sắm vui vẻ an tâm, mà lại chọn được sản phẩm với giá tốt nhất có thể. Không đi xa, không chen lấn, lên Coolmate là có ngay cả tủ đồ bận mỗi ngày. 



Do đó chương trình Black Friday & Cyber Monday chính thức khởi động, từ 27/11 - 30/11, với ưu đãi chưa từng có trước đây: MUA 1 TẶNG 1 TOÀN BỘ WEBSITE.



Điều đó có nghĩa là:

- Bạn mua 1 món, coolmate tặng bạn thêm 1 món với giá trị bằng hoặc thấp hơn 

- Sản phẩm tặng nhưng chất lượng như sản phẩm bán, và là sản phẩm bạn cần và mong muốn sử dụng 

Ví dụ, bạn mua 1 áo cotton compact 259k, bạn có thể chọn 1 áo khác màu, hoặc combo sịp, hoặc quần short, hoặc tất tuỳ nhu cầu và sở thích

Ngoài ra, bạn còn được FREESHIP với đơn hàng từ 300k, 45 ngày đổi trả vì bất kỳ lý do gì. Cứ yên tâm mua sắm tại Coolmate nhé. 



Số lượng quà tặng có hạn, nhanh tay chọn cho mình những món đồ ưng ý bạn nha.",Quảng cáo
16,MISA - Thư chiêu mộ nhân tài,"Thân gửi các em sinh viên tài năng!
MISA đang tuyển vị trí FRESHER WEB vô cùng hấp dẫn. Đây sẽ là nơi đào tạo và nuôi dưỡng các nhân tài trẻ đam mê Lập trình web và mong muốn tìm nơi học tập, trải nghiệm với những chuyên gia hàng đầu trong lĩnh vực này. 

MISA có lộ trình rõ ràng, lên nhân viên chính thức sau 2 - 3 tháng đào tạo. Những đặc quyền chỉ có tại chương trình MISA FRESHER WEB 2022:

1. Học bổng Fresher 3.000.000/tháng; Lương khởi điểm tối thiểu: 10.000.000/tháng + Ăn trưa, cafe, gửi xe miễn phí. 
2. Lộ trình đào tạo bài bản, chương trình thực chiến và chuyên sâu.
- Kiến thức nền tảng Front - End, Back End: HTML, CSS, Javascript, Vue JS, OOP, Database…
- Kỹ năng lập trình: Debug, Kỹ năng sử dụng công cụ, Coding Convention
- Kỹ năng mềm: Kỹ năng làm việc nhóm tại Dự án, Kỹ năng xử lý vấn đề tại Dự án…
3. Được lựa chọn thực tập và làm việc tại Khối dự án, công nghệ theo sở trường.
4. Giảng viên, Mentor, Advisor chuyên môn cao, thân thiện, sẵn sàng chia sẻ kiến thức hàng ngày.
5. MISA TOUR: Trải nghiệm 1 ngày làm Nhân viên MISA, nói chuyện cùng chuyên gia, lãnh đạo cấp cao.
6. Nhận kết quả phỏng vấn và lịch đào tạo siêu tốc độ SAU 01 NGÀY PHỎNG VẤN.
7. TOP 10 bạn onboard có thời gian gửi CV về sớm nhất sẽ nhận được phần quà từ MISA. 
ĐĂNG KÝ NGAY TẠI ĐÂY 
Thông tin ứng tuyển
Link JD: JD ứng tuyển
Liên hệ: Mr Triệu - 0989.394.383
Thời gian làm việc: Thứ 2 - sáng thứ 7 (sáng 8h -12h, chiều 13h30 - 17h30)
Địa điểm: Tầng 3, Tòa nhà Technosoft, Ngõ 15, Duy Tân, Dịch Vọng, Cầu Giấy, Hà Nội.
Trân trọng!",Quảng cáo
1,Thông tin về ID Apple của bạn đã được cập nhật,"Xin chào Trí Hoà,
Các thay đổi sau đây cho ID Apple, nhoccool1403@gmail.com của bạn đã thực hiện vào ngày 01 tháng 5 năm 2021 lúc 15:59:14 GMT+7:
Thông tin thanh toán
Nếu bạn không thực hiện các thay đổi này hoặc tin rằng có người đã truy cập trái phép vào tài khoản, bạn nên thay đổi mật khẩu ngay lập tức từ trang tài khoản ID Apple tại https://appleid.apple.com.
Trân Trọng,
Hỗ Trợ Apple.
",Xác thực
2,Updates to our terms of use,"Hello,
You’re receiving this email because we are updating the Microsoft Services Agreement, which applies to one or more Microsoft products or services you use. We’re making these updates to clarify our terms and ensure that they remain transparent for you, as well as to cover new Microsoft products, services and features.
The Microsoft Services Agreement is an agreement between you and Microsoft (or one of its affiliates) that governs your use of Microsoft consumer online products and services.
You can read the entire Microsoft Services Agreement here. You can also learn more about these updates on our FAQ page here, including a summary of the most notable changes. The updates to the Microsoft Services Agreement will take effect on Ju‍ne 15, 20‍21. If you continue to use our products and services on or after Ju‍ne 15, 20‍21, you are agreeing to the updated Microsoft Services Agreement.
If you do not agree, you can choose to discontinue using the products and services, and close your Microsoft account before these terms become effective. If you are a parent or guardian, you are responsible for your child’s or teenager’s use of Microsoft products and services, including purchases.
Thank you for using Microsoft products and services.
",Xác thực
3,Đổi mật khẩu Facebook,"
Xin chào Hoà,
Mật khẩu Facebook của bạn đã được thay đổi vào Thứ Năm, 22 tháng 4, 2021 lúc 23:26 (UTC+07).
Địa chỉ IP: 183.81.85.40
Vị trí ước lượng: Hanoi, HANOI, VN
Nếu bạn đã làm điều này, bạn có thể bỏ qua email này một cách an toàn. 
Nếu bạn đã không làm điều này, vui lòng bảo vệ tài khoản của bạn. 
Trân trọng cảm ơn! 
Đội ngũ bảo mật của Facebook
",Xác thực
4,Thông tin về ID Apple của bạn đã được cập nhật,"Xin chào Trí Hoà,
Các thay đổi sau đây cho ID Apple, nhoccool1403@gmail.com của bạn đã thực hiện vào ngày 22 tháng 4 năm 2021 lúc 12:37:35 GMT+7:

Thông tin thanh toán

Nếu bạn không thực hiện các thay đổi này hoặc tin rằng có người đã truy cập trái phép vào tài khoản, bạn nên thay đổi mật khẩu ngay lập tức từ trang tài khoản ID Apple tại https://appleid.apple.com.

Trân Trọng,

Hỗ Trợ Apple",Xác thực
